workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,-0.554738637576941,-1.447482602214699,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,-1.0665551878155775,-1.2139063701392345,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Sales, Own-child, Female, United-States,-1.28590513791785,0.02556739071269564,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Male, United-States,-0.18915538740648632,-0.07407957501794042,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Female, United-States,-0.6278552876110318,2.041450724850435,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Married-civ-spouse, Other-service, Wife, Female, United-States,-0.8472052377133046,1.9977310007180422,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Male, United-States,0.10331121272987737,-1.4777721467250369,-0.425924543404598,0.7497573779462281,-0.21686313686554418,0.20120775660623572,0
 Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Female, United-States,-0.18915538740648632,0.29411367086521695,1.1278140889777597,0.13836123840142964,-0.21686313686554418,0.7672177677725571,0
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.1764278627639683,-1.450921339529023,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Divorced, Other-service, Not-in-family, Female, United-States,-0.7740885876792137,0.02166060304169965,-0.425924543404598,-0.1459543139772638,4.145574780057403,0.9289349138200774,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,-0.9203218877473955,-0.9472991557500682,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 State-gov, 11th, Divorced, Other-service, Unmarried, Female, United-States,-0.9203218877473955,-0.11257432884217962,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.48162198754285,-0.09748209285153497,-0.425924543404598,0.16883296043649662,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,-0.7740885876792137,-0.0452992541066668,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Female, United-States,-0.6278552876110318,1.356215450634691,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Widowed, Other-service, Not-in-family, Female, United-States,2.516160663854878,-1.5191802752183563,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.28394368153632543,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.554738637576941,1.3900679090845929,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.7740885876792137,2.3629631116916427,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,2.7355106139571506,0.45904888532753413,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Female, United-States,-1.2127884878837591,0.10982600696173137,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,-1.1396718378496682,1.449261951131444,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.20308510851256525,0
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,0.030194562695786447,0.2133320001228867,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Female, United-States,1.346294263309423,-0.3514232914662742,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,1
 Private, Bachelors, Married-civ-spouse, Other-service, Husband, Male, United-States,-0.26227203744057725,-0.9263706183731679,1.1278140889777597,0.8594817332570486,-0.21686313686554418,-1.6585394229402488,1
 Private, Some-college, Never-married, Transport-moving, Not-in-family, Male, United-States,0.1764278627639683,0.2546446081352526,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.20120775660623572,0
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.7740885876792137,-0.7515108259397876,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,2.077460763650332,-0.44916939962593666,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Federal-gov, 11th, Divorced, Craft-repair, Not-in-family, Female, United-States,1.419410913343514,-1.1063407565375578,-1.2027938595957768,1.6959501201080713,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.18915538740648632,0.16907736129715464,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,-0.40850533750875906,-0.8053461690051504,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, Some-college, Never-married, Prof-specialty, Own-child, Female, Ecuador,-1.28590513791785,-0.14601604922398148,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,1.8581108135480595,1.932385439697789,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.2495445127980592,-0.8009140186889104,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0.39577781286624103,1.7187634360934998,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, Male, United-States,-1.505255088020123,-0.08810198162190647,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,-1.0665551878155775,1.8122684348988292,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.12222653548880505,0
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.468894462900332,-0.8625151768557885,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.7613610630366957,-0.7512529206412133,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,-0.18915538740648632,2.095801878512946,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.6882365466551265,0
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,-0.8472052377133046,-0.4412985119953726,1.1278140889777597,0.39037414982449414,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Sales, Not-in-family, Male, United-States,-0.9934385377814865,1.6493773587289158,1.1278140889777597,0.28888892965620244,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,-0.7009719376451228,-1.4555445308071697,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Other-service, Own-child, Female, United-States,-0.33538868747466816,0.4753828875705736,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, Female, United-States,0.6882444130026047,-0.1844057305191719,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.20120775660623572,1
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,1.419410913343514,1.6348486935758966,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,1
 Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Female, United-States,-1.0665551878155775,-0.13716130063959692,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-1.4968222768927284,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.9075943631048775,1.9435135757288655,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Male, United-States,-0.7740885876792137,-0.7159294467846286,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,1.6387608634457866,-0.27392752526874253,-0.425924543404598,1.8188832476315173,-0.21686313686554418,0.3629249026537561,1
 Private, 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.2495445127980592,0.41066776172461317,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.18915538740648632,0.34450072456816033,1.1278140889777597,0.16883296043649662,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-1.0665551878155775,0.39788712137304194,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.2820663296299959,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,2.296810713752605,0.7642750301661791,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-1.335105130845208,1
 Private, Masters, Never-married, Sales, Not-in-family, Male, United-States,-0.1160387373723954,0.3504038902910834,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Local-gov, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, Female, Philippines,0.6882444130026047,-0.3887622474709767,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, Philippines,-1.1396718378496682,1.632814107331588,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.6151277629685138,0.82207447319111,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.98009636312896,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, Canada,0.1764278627639683,1.1059804466809458,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Widowed, Sales, Not-in-family, Female, United-States,0.9807110131389685,0.09479108325965879,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Sales, Own-child, Male, United-States,-1.0665551878155775,-0.7595154422436865,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,-1.359021787951941,0.6561171895825909,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Male, United-States,-0.33538868747466816,-0.49414999410691496,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,-0.7740885876792137,0.9867231262105669,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.12034918358247552,0
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,-0.33538868747466816,-0.32425726668311383,-0.425924543404598,0.4315698255371383,-0.21686313686554418,-0.8499536927026468,0
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Male, United-States,0.030194562695786447,0.08861090814197076,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,-0.18915538740648632,-0.05690499254251063,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Male, Iran,0.10331121272987737,-0.17772884890052593,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,2.384389228247761,0
 Private, 10th, Never-married, Transport-moving, Not-in-family, Male, United-States,0.10331121272987737,0.22082080582963695,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Female, United-States,0.030194562695786447,2.439580089464403,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,-0.9203218877473955,-1.4825768269169954,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, Female, United-States,-0.554738637576941,-0.5762498474864027,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.1160387373723954,-0.25462283606805086,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.1160387373723954,0.3409282585805014,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.1160387373723954,-1.501107800221964,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.2495445127980592,-0.074843738865568,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,0.9289349138200774,0
 Private, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, Female, United-States,-0.1160387373723954,-1.5887573935448471,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.03949061055871533,0
